theme	period	count	formatCategory	themeLabel
http://data.mimotext.uni-trier.de/entity/Q3005	1770	1	in-12	nature
http://data.mimotext.uni-trier.de/entity/Q2992	1775	1	other	mœurs
http://data.mimotext.uni-trier.de/entity/Q3126	1775	1	other	voyage
http://data.mimotext.uni-trier.de/entity/Q2776	1775	2	other	amour
http://data.mimotext.uni-trier.de/entity/Q2978	1775	2	other	malheur
http://data.mimotext.uni-trier.de/entity/Q3085	1775	3	other	sentimentalisme
http://data.mimotext.uni-trier.de/entity/Q2930	1775	1	other	guerre
http://data.mimotext.uni-trier.de/entity/Q3087	1775	1	other	sentiment
http://data.mimotext.uni-trier.de/entity/Q3115	1780	1	in-12	utopie
http://data.mimotext.uni-trier.de/entity/Q3297	1780	1	in-12	île
http://data.mimotext.uni-trier.de/entity/Q2817	1785	2	in-12	chevalerie
http://data.mimotext.uni-trier.de/entity/Q3006	1785	1	other	naufrage
http://data.mimotext.uni-trier.de/entity/Q3085	1785	1	other	sentimentalisme
http://data.mimotext.uni-trier.de/entity/Q2914	1785	1	in-12	finance
http://data.mimotext.uni-trier.de/entity/Q3521	1785	1	in-12	Paris
http://data.mimotext.uni-trier.de/entity/Q2992	1790	1	other	mœurs
http://data.mimotext.uni-trier.de/entity/Q3085	1790	2	other	sentimentalisme
http://data.mimotext.uni-trier.de/entity/Q3087	1790	1	other	sentiment
http://data.mimotext.uni-trier.de/entity/Q3150	1790	1	in-18	cour
http://data.mimotext.uni-trier.de/entity/Q3126	1790	2	other	voyage
http://data.mimotext.uni-trier.de/entity/Q3006	1790	1	other	naufrage
http://data.mimotext.uni-trier.de/entity/Q2978	1790	1	other	malheur
http://data.mimotext.uni-trier.de/entity/Q3048	1790	2	other	politique
http://data.mimotext.uni-trier.de/entity/Q3039	1790	1	other	philosophie
http://data.mimotext.uni-trier.de/entity/Q3120	1790	1	in-18	vertu
http://data.mimotext.uni-trier.de/entity/Q3994	1760	1	in-12	esprit
http://data.mimotext.uni-trier.de/entity/Q2822	1775	1	in-12	civilisation
http://data.mimotext.uni-trier.de/entity/Q2823	1775	1	in-12	classe sociale
http://data.mimotext.uni-trier.de/entity/Q2845	1775	1	in-12	correspondance littéraire
http://data.mimotext.uni-trier.de/entity/Q2850	1775	1	in-12	critique sociale
http://data.mimotext.uni-trier.de/entity/Q2917	1775	1	in-12	fuite
http://data.mimotext.uni-trier.de/entity/Q2933	1775	1	in-12	histoire
http://data.mimotext.uni-trier.de/entity/Q2969	1775	1	in-12	libertinage
http://data.mimotext.uni-trier.de/entity/Q3038	1775	1	in-12	peuple
http://data.mimotext.uni-trier.de/entity/Q3006	1780	1	in-12	naufrage
http://data.mimotext.uni-trier.de/entity/Q2896	1790	1	in-18	esclavage
